@relation movieComments
@attribute comments string
@attribute lables integer
@data
' pointless  bore  film  charismatic  mercurio  completely  waste  .  release  minute  on  thursday  maybe  one  local  cinema  avoid  entire  population  sydney  except  four  others  back  beyond  project  seemingly  create  producer  look  fee  .  local  actors  like  john  polson  terry  serio  deserve  better  well  polson  morph  director  lame  thrillers  like  swimfan  hide  seek  terry  serio  seem  never  get  guernsey  apart  thug  roles  .  paul  mercurio  become  one  australia  greatest  export  on  screen  .  roles  like  major  disappointments  film  like  waste  talent  time  .',-1
' third  remake  sleep  eniemy  yaarana  agnisakshi  agnisakshi  one  work  better  filmdaraar  direct  abbas  mustan  sadly  fail  attempt  herethe  story  good  handle  good  heroine  show  too  regressive  climax  too  disappointingdirection  bad  music  goodrishi  reprise  role  yaarana  strangely  also  remake  swte  look  too  fat  lead  okay  juhi  decent  arbaaz  try  too  hard  debut  manage  many  scenes  chill  audiences  voice  terrible  johny  too  loud',-1
' ...  seem  fool  people  see  qualities  film  not  there.near  dark  cover  territory  much  class  action.why  script  keep  big  secret  long  total  mystery  guess  breakfast  scene  start  film  .  time  reveal  viewer  case  big  deal  tell  something  know  .  find  pointless  movie  may  challenge  genre  conventions  unfortunately  conventions  horror  film  tense  pack  genuine  sense  horror  .  woeful',-1
' first  no  idea  movie  make  big  screen  .  not  even  low  budget  sci  fi  channel  movie  awful  .  friend  love  action  movies  independence  day  jurassic  park  lotr  etc  .  go  see  movie  expect  movie  transformers  dragons  mindless  entertainment  .  get  mindless  hour  half  .  cg  not  bad  expect  plot  awful  along  act  make  up  .  basically  chinese  legged  dragons  return  every  years  ...  sound  like  good  remake  rain  fire  no  plot  try  deeper  leave  not  plot  hole  magic  small  actual  war  dragons  rather  big  snake  get  ridiculous  .  director  attempt  add  bite  humor  movie  fail  .  friend  laugh  whole  thing  along  audience  not  believe  spend  money  on  .  short  trailer  on  tv  make  up  action  crap  make  up  rest  .  see  lot  b  movies  like  reptilian  cave  spider  others  say  want  non  stop  laugh  hour  watch  this.story  cg  act  drink  ...  would  help  watch  movie',-1
' single  worst  film  ever  see  theater  .  saw  film  austin  film  festival  blow  mind  film  accept  festival  .  interest  premise  seem  like  could  go  somewhere  fell  apart  every  time  try  anything  .  first  go  musical  find  someone  musical  talent  .  music  consist  cheesy  piano  play  sound  like  play  on  stereo  room  film  .  lyric  terribly  write  obvious  rhyme  groan  induce  rhyme  show  far  stretch  try  make  movie  work  .  think  find  people  could  sing  make  musical  right  not  case  .  luckily  half  talk  half  sing  rhyme  time  sing  make  cringe  .  especially  attempt  sing  harmony  .  address  music  .  act  pretty  good  lot  dialog  terrible  well  scenes  .  obviously  enough  coverage  on  scenes  bad  editor  consistently  jump  line  use  terrible  choices  cut  film  .  least  director  admit  no  one  want  script  add  hook  make  musical  .  hope  investors  make  sure  someone  write  music  make  mistake  .',-1
' complete  mess  movie  direct  bill  rebane  man  partly  responsible  truly  infamous  anti  classic  monster  go  go  .  near  end  cold  come  unbelievable  conclusion  film  fact  even  worse  shocker  .  story  three  eccentric  millionaires  invite  group  people  remote  mansion  play  series  macabre  game  .  whoever  manage  last  pace  survive  end  win  .  simple  plot  rebane  still  somehow  manage  make  proceed  verge  on  incomprehensible  .  things  happen  .  character  completely  forget  .  nothing  make  too  much  sense  .  end  .  weirdly  .  mean  hell  end  exactly  guess  leave  draw  conclusions  .  production  value  act  without  question  pornographic  movie  standard  .  truth  pamela  rohleder  shelly  even  good  .  unbelievably  terrible  compel  .  sadly  thing  not  say  crap  fest  whole  bargain  basement  rotter  .',-1
' insult  sa  film  industry  see  better  sa  film  .  comment  read  hijack  stories  say  worthy  ten  out  ten  quite  scary  .  movie  rat  not  depend  on  ..  oh  movie  develop  country  .  let  us  boost  industry  say  nice  things  work  even  though  bad  .  expertise  make  good  movies  .  judge  film  industry  on  people  say  great  think  hijack  stories  .  tell  great  stories  cry  beloved  country  shaka  zulu  .  cry  beloved  country  give  out  .  great  direct  darryl  great  act  two  great  elderly  actors  irrespective  .  hijack  stories  ..  give  out  .  could  people  involve  project  would  give  high  score  .  would  movie  .',-1
' bad  attempt  young  spinal  tap  .  least  music  spinal  tap  good.this  really  sad  case  hollywood  nepotism  worst  .  bunch  hollywood  execs  bad  musicians  producers  create  poopie  show  kid  spotlight  .  oh  please  potty  humor  even  bad  .  hate  stuff  really  incredibly  talented  kid  musicians  actors  artists  out  bust  butt  success  crap  come  along.help  gene  simmons  ameriac  taste  entertainment  go  down  toilet  .',-1
' like  bad  movies  one  see  .  incredibly  low  budget  special  effect  see  mean  use  non  actors  give  film  charm  .  bore  group  friends  highly  recommend  rent  b  movie  gem  .  mulletrific',-1
' lively  predictable  open  bank  heist  scene  set  plummet  straight  gutter  continue  sink  .  movie  deal  nasty  threadbare  stereotype  instead  character  preposterous  manipulation  instead  coherent  plot  hideous  cocktail  cloy  sentimentality  gratuitous  violence  instead  think  wit  feel  .  short  no  different  hollywood  product  .  racial  angle  make  set  particularly  sadden  example  contemporary  film  make  .  pose  celebration  sistahood  film  actually  celebration  virulent  form  denigrate  afican  american  gangsta  stereotype  .  gimmick  time  gangstas  wear  drag  .  not  film  suggest  gangsterism  default  identity  african  americans  strap  cash  feel  bite  hassle  man  present  sistas  shallow  materialists  prize  money  bling  else  .  worse  set  exploit  theme  racial  discrimination  disadvantage  simply  device  prop  up  feeble  plot  structure  .  serious  race  relate  social  issue  wheel  on  contrive  opportunistic  fashion  order  justify  arm  robbery  ditch  soon  film  produce  inevitably  conventional  end  crime  punish  lapd  turn  out  bunch  care  guilt  ride  liberals  tell  rodney  king  aspirational  good  sista  jada  pinkett  smith  follow  path  upward  mobility  out  hood  world  middle  class  self  indulgence  open  up  buppie  bank  manager  boyfriend  .  set  illustrate  abysmal  state  contemporary  blaxploitation  film  pander  mindless  gangsta  stereotype  pretend  celebrate  life  hood  time  despise  .  like  shaft  superfly  might  peddle  stereotype  rehash  well  wear  plot  freshness  energy  innocence  strike  chord  audiences  race  still  make  fun  watch  .  set  worth  get  angry  symptom  tragic  decline  ghettoisation  african  american  film  make  since  promise  breakthrough  days  early  .',-1
' want  accurate  choose  frisco  natives  not  bunch  ny  actors  know  nothing  sucka  free  not  sucker  free  .  live  sf  entire  life  folks  not  talk  act  way  actors  .  everything  dramatize  cat  saw  bay  jt  bigga  figga  little  cameo  rapper  .  no  shock  one  film  really  dress  like  cat  out  ie  warriors  jersey  .  not  notice  anyone  wear  giants  ers  gear  instead  fit  cheesy  make  up  sf  oakland  jerseys  even  sell  around  .  hp  no  bowl  alleys  black  asian  gangbangers  not  wear  head  wristbands  color  africa  china  olympic  team  nor  every  chinese  gangster  wear  yao  ming  jersey  try  sound  black  shoot  hoop  .  significant  yuppie  community  invade  mission  show  white  dude  self  proclaim  west  coast  boriqua  .  not  new  york  puerto  ricans  far  latinos  mission  different  one  show  without  doubt  ny  .  also  hp  not  black  neighborhood  city  .  accurate  depiction  would  show  drama  hp  set  hood  well  vs.  fillmore  sunnydale  lakeview  etc.this  film  could  much  better  lee  homework  better  storyline  work  .',-1
' awful  simply  awful  .  prove  theory  star  power  .  suppose  great  tv  guy  direct  battlestar  titanica  guy  direct  shlop  schtock  schtick  chick  .  b  r  n  g.find  something  thousand  time  interest  like  watch  tv  no  picture  no  sound  .  rat  high  b  c  negative  score  imdb.com  rat  system  .  zaphoidps  theory  star  power  star  power  use  show  weaker  show  .  call  indirect  proportionality  quality  star  power  less  sp  make  better  quality  etc  .  another  way  look  less  .  z',-1
' watch  movie  high  definition  on  television  .  wheelchair  due  neuromuscular  disorder  like  watch  film  make  physical  disabilities.at  first  find  main  character  somewhat  noble  captivate  .  message  disable  life  time  spend  fight  disable  recognize  integrate  mainstream  society  job  market  great  .  problem  real  person  things  .  great  man  .  film  completely  hypocritical  diametrically  oppose  message  preach  find  insulting.first  cast  anyone  title  role  actual  physical  disability  .  sure  competent  actors  seem  completely  dis  genuine  preach  hire  disable  not  actually  hire  disable  anything  film  .  compound  fact  one  scene  mid  way  film  man  see  walk  podium  on  crutches  appear  one  leg  .  cgi  scene  apparent  shameful  .  find  actual  amputee  anywhere  film  second  shoot  financially  sound  cgi  effect  hire  actual  amputee  point  film  find  fraudulent  completely  message  try  convey  come  bitch  whine  like  pathetic  cripple  am.figure  out  .',-1
' prior  release  neil  labute  say  original  surprise  many  people  say  favorite  soundtrack  .  like  come  on  may  not  like  new  one  favorite  soundtrack  know  want  like  film  .  neil  word  .  might  want  sit  down  too  lord  summerisle  say  shock  much  better  absorb  knees  bend  .  see  neil  thing  original  paul  giovanni  soundtrack  one  celebrate  things  .  filmmakers  consider  virtual  musical  .  along  richard  danny  thompson  bert  jansch  practically  kick  start  folk  new  wave  .  undermine  akin  imagine  jaw  without  john  williams  .  buddy  holly  story  without  buddy  holly  .  result  one  breathtakingly  arrogant  pointless  remake  british  cult  classic  since  sly  stallone  get  carter.the  original  apparently  leave  nicolas  cage  disturb  two  weeks  .  disturb  fortnight  window  pitch  idea  imagine  one  nuanced  film  inter  faith  struggle  ever  devise  writer  director  previously  know  wholly  unsubtle  depictions  male  chauvinism  .  like  parlor  game  would  get  sam  peckinpah  take  on  bambi  gaspar  irreversible  noe  remake  love  actually  actually  quite  like  see  .  unfortunately  someone  take  parlor  game  seriously  labute  succeed  rip  out  original  gut  saddle  gormless  sex  war  preoccupations.after  fail  rescue  little  girl  mum  fatal  car  crash  cage  highway  patrolman  spiral  medicate  torpor  .  receive  letter  ex  fiance  willow  woodward  one  trade  on  name  homages  kudos  live  on  private  island  community  summersisle  extra  stand  superfluous  want  edward  help  locate  miss  daughter  rowan.summersisle  transpire  female  dominate  joint  conceive  oppress  womenfolk  refugees  salem  witch  trials  .  matriarchs  observe  olde  ways  males  near  mute  breed  mules  .  like  lilith  fair  on  grand  scale  .  summersisle  main  export  honey  symbolic  literal  headache  edward  allergic  .  beekeepers  cry  edward  .  seem  everywhere  on  island  well  probably  summersisle  main  export  honey.while  make  investigations  edward  overhear  oncoming  mayday  ritual  call  time  death  rebirth  .  discover  previous  year  crop  fail  nearly  die  bee  sting  eventually  come  conclusion  conclusion  admittedly  obvious  locals  tattoo  timetable  events  on  back  hand  rowan  burn  alive  pagan  rite  ensure  bountiful  harvest  .  also  meet  queen  bee  hive  sister  summersisle  burstyn  plan  involve  eponymous  wicker  man  drone  must  die  .  first  good  news  concern  cage  would  airlift  wicker  man  flame  jaw  last  minute  fleet  black  cia  helicopters  lay  rest  toast  .  good  news  .  story  whose  chapters  carefully  write  intone  burstyn  sublime  irony  .  though  retain  basic  cat  mouse  premise  credit  typography  leave  subject  original  scorch  earth  policy.crucial  shaffer  original  screenplay  christian  copper  accordance  ritual  come  island  free  importantly  virgin  perfect  sacrifice  .  reduce  matter  sexual  oppose  religious  power  struggle  labute  present  flimsiest  qualifiers  harvest  sacrifice  .  time  cage  work  out  bait  honestly  care  less.and  cage  one  worst  things  lumber  drawl  donkey  arsewit  whose  tongue  seem  slightly  too  big  mouth  .  goddamit  moan  hallucinate  drown  rowan  mental  torment  man  set  morning  alarm  clock  half  hour  too  early  .  one  hop  character  frequent  reliance  on  pills  reduce  state  alternately  fatigue  full  preppy  overbear  vim  .  fine  portrayal  undistinguished  iq  addle  anti  depressants  .  notit  bear  think  .  willow  saucer  eye  beahan  similarly  dreadful  present  line  competition  cage  themosthalf  hearteddelivery  .  burstyn  entirely  lack  mercurial  menace  convince  .  afraid  naomi  wolf  every  element  make  original  great  lovingly  detail  depictions  folk  customs  ingenious  score  dialogue  lord  summerisle  majestic  beautifully  replace  rather  less  attractive  excellently  whoah  dude  substitute  meander  battle  sex  thriller  occasional  crash  bang  wallop  .  namely  wallop  women  labute  flick  .  cage  sister  beech  bash  one  embarrass  episodes  impotent  little  men  hoot  glee  uppity  hippie  chicks  finally  get  comin  hyuk  hyuk.the  close  coda  see  whole  rotten  mess  collapse  weight  genre  clich  bar  two  guy  run  couple  summersisle  maidens  on  shore  leave  flirty  fish  fresh  martyr  .  moment  successful  pick  up  half  expect  women  turn  round  give  exaggerate  wink  thumb  up  camera.one  thing  keen  credit  watchers  may  notice  film  sport  unusually  high  producer  count  anything  up  tend  not  much  cop  .  wicker  man  producers  total  .',-1
' movie  bad  i.q  .  go  down  point  see  .  make  wonder  could  sit  weeks  take  make  think  worth  .  must  kind  personal  favor  van  damme  .',-1
' waste  .  see  crappy  movie  want  know  things  point  dog  split  half  begin  movie  disease  nothing  split  half.what  point  drag  karen  would  already  totally  infect  room  could  lock  would  safer.why  would  hermit  run  around  forest  ask  strangers  help  could  ask  relative  hog  lady  take  hospital  character  bother  walk  town  get  help  things  start  get  bad  really  lazy  even  paul  threaten  guy  w  shotgun  peep  on  wife  paul  could  send  jeff  bert  back  house  ask  help  .  girl  love  deteriorating.what  point  box  jeff  go  back  cabin  leave  everyone  else  get  infect  big  jerk  leave  first  place  go  back  home  police  go  trouble  gather  up  kid  burn  on  fire  pit  throw  paul  halfway  river  even  necessary  plot  water  already  contaminated.who  make  lemonade  out  river  water  crap  dirt  leave  bug  .  two  kid  use  tap  water  contaminate  too  stupid  end  would  still  work  .',-1
' dumb  movie  .  maybe  judgment  harsh  film  promise  much  felt  like  movie  cheat  play  fool  every  turn.i  beef  act  think  character  awful  .  movie  start  clive  owen  character  tell  us  criminal  mastermind  plan  perfect  bank  robbery  something  frequently  remind  us  later  .  oh  yeah  also  tell  us  prison  cell  although  turn  out  dumb  metaphor  .  idiot  know  best  bank  robbery  one  minimum  number  things  could  potentially  go  wrong  long  go  police  show  up  .  clive  owen  scheme  require  hang  around  bank  hours  no  reason  stalk  around  look  scary  far  tell  .  also  control  hostages  negotiate  cop  fantastically  perform  old  house  job  on  bank  stockroom  hide  out  week  hope  bring  enough  food  bucket  pee  sneak  out  .  yeah  sure  sound  like  perfect  crime  clive  plan  many  move  part  reason  fall  apart  screenwriter  say  so.and  many  unexplained  detail  cop  convince  crook  accomplices  among  hostages  hell  jodie  foster  character  important  mayor  beck  call  tell  denzel  washington  agenda  pay  scale  dumb  cop  figure  out  one  guy  speak  foreign  language  hours  not  sound  criminal  gang  plan  robbery  robbers  slip  away  clive  owen  stick  around  week  find  out  bank  chairman  past  number  content  safe  deposit  box  hell  would  clive  owen  let  jodie  foster  cop  since  make  toy  ak  look  real  up  close  hell  bug  pizza  box  anyway  clive  owen  manage  sneak  out  secure  area  bank  work  hours  undetected  dispassionate  criminal  really  feel  bond  enough  cop  denzel  slip  diamond  none  question  ever  answer  .  film  achieve  depth  leave  wonder  events  happen  screen  never  felt  way  inside  man  .  felt  like  scenes  explain  things  cut  movie  question  never  answer  first  place  weak  .  particularly  annoy  jodie  foster  character  disclose  never  seem  tire  remind  us  important  .  suppose  take  word  guess.the  reason  give  movie  two  star  laugh  denzel  taxi  cab  pina  colada  gag  kid  outrageous  video  game  .  movie  no  redeem  feature  .',-1
' friends  usually  put  up  lot  hopeless  movies  one  too  poor  us  even  watch  end  .  bore  unoriginal  .  not  even  hot  girls  star  movie  could  keep  watch  .  everything  predicable  annoying.the  act  time  good  .....  time  bad  .  annoy  character  whole  movie  want  die  would  main  character  best  friend  .  saw  want  smash  screen  .  know  fat  ugly  kid  talk  plot  many  time  think  sue  movie  company  .  ok  good  idea  movie  had.overall  movie  watch  self  save  abuse  friends  .  absolutely  nothing  better  .',-1
' movie  definitely  worst  movie  see  entire  life  see  pretty  bad  movies  .  like  way  movie  film  .  actors  unknown  look  though  bunch  friends  get  together  decide  film  movie  .  absolutely  horrible  .  never  see  worse  movie  .  story  fake  find  take  really  long  time  get  end  movie  .  no  plot  look  though  plan  out  start  film  .  story  too  weird  .  like  slow  take  get  point  movie  .  no  point  even  film  movie  .  consider  watch  movie  t.  waste  time  .',-1
' kill  later  interest  initial  premise  suicidal  woman  selma  blair  on  verge  jump  top  office  build  protect  bank  robber  max  beesley  promise  kill  later  .  actual  execution  premise  however  fall  flat  almost  every  action  serve  mere  device  move  plot  toward  predictable  conclusion  .  shoddily  write  character  exhibit  no  motive  behaviors  compromise  quality  act  around  .  lack  character  depth  especially  diminish  selma  blair  performance  whose  character  shawn  vacillate  morose  act  cool  ultimately  come  across  confuse  dolt  .  unfortunate  circumstances  ms.  blair  appeal  capable  actress.compounding  matter  worse  director  dana  lustig  insistence  on  use  rapid  cut  incongruous  special  effect  e.g  .  look  unintentionally  hilarious  infrared  motorcycle  chase  end  hip  soundtrack  hop  appeal  short  attention  span  mtv  crowd  .  certainly  ms.  lustig  prove  able  master  technical  side  direction  no  way  skill  help  overcome  film  inherent  problems  thus  movie  drag  on  end  .  clearly  lustig  distinct  visual  style  however  perhaps  better  suit  music  videos  feature  film.the  producers  ram  bergman  lustig  commend  ability  realize  film  able  scare  up  .  million  finance  film  secure  good  cast  get  domestic  foreign  distribution  .  no  small  feat  independent  film  .  yet  give  quality  product  result  mix  bag  .',-1
' impress  worst  srk  movie  one  worst  bollywood  movies  ever  saw  like  novel  movie  make  worse  bad  music  even  worse  actors  apart  srk  course  though  even  manage  save  movie  not  much  sense  .  director  make  look  confuse  god  know  ...  maybe  try  make  look  surrealistic  yet  credible  .  well  manage  neither.even  get  hours  loose  watch  movie  please  say  welfare  keep  search  find  something  else  watch',-1
' scenes  wich  make  laugh  ones  christopher  walken  crazy  filmdirector  rest  movie  boring.in  first  hour  nothing  really  happens.jokes  suppose  funny  zeta  jones  douglas  really  overacting.julia  roberts  routine  job  former  ugly  duck  yeah  right  girl  next  door  see  get  guy.for  short.i  really  care  would  happen  main  characters.if  cusack  really  fell  build  suicide  attempt  movie  could  interresting  watch  .',-1
' saw  film  london  premiere  say  expect  much  expect  something  least  mildly  entertaining.the  original  basic  instinct  no  great  film  still  something  smut  classic  entertain  .  recall  countless  time  flip  channel  on  tv  on  late  friday  saturday  night  come  across  movie  find  begin  actually  pay  attention  it.however  lame  brain  waaay  belated  sequel  nothing  .  sharon  stone  still  gorgeous  well  let  put  way  year  old  pretty  hot  .  beautiful  original  no  .  also  clearly  plastic  surgery  on  face  haircut  movie  somewhat  unappealing  .  look  soft  genuine  innocent  original  sort  whole  point  evil  seductress  whatnot.the  rest  performances  range  bad  terrible  michael  caton  jones  typically  safe  director  one  always  great  work  manage  make  worthwhile  movies  officially  deliver  first  true  turkey  movie  bad  people  laugh  certain  moments  intend  serious.i  hear  film  go  multiple  edit  sessions  clear  start  .  nothing  make  much  sense  .  whole  plot  cosmic  mess  end  oh  talk  stupid  unbelievable  .  still  predictable  though  .  saw  gigli  saw  son  mask  although  not  look  smear  film  say  authority  agree  mind  prefer  film  catastrophic  failure.by  way  stone  leave  five  minutes  movie  begin  people  theater  begin  throw  things  screen  particularly  outrageous  insult  scene  inside  orgy  type  nightclub  .  basic  instinct  basically  stink  too  .',-1
' would  better  strengthen  considerably  make  minute  episode  outer  limit  .  too  much  superfluous  material  stuff  like  chief  bad  guy  look  like  escape  phantom  opera  help  .  whole  night  live  dead  sequence  extremely  silly  quite  unnecessary  .  dead  punish  anyone  sin  remind  exactly  kill  everyone',-1
' yeah  sure  really  could  nation  .  .  .  four  stand  four  corner  world  two  clone  billion  time  .  man  really  glad  saw  movie  on  fear.net  instead  rent  .  big  fan  george  romero  movies  pretty  sure  saw  movie  probably  throw  up  laugh  too  hard  .  mean  raccoon  girls  pose  zombies  walk  around  like  charlie  devil  really  help  too  music  composer  choose  crappy  fashion  show  music  zombies  walk  up  killer  especially  part  go  warehouse  pose  furniture  shop  police  station  apartment  flat  whatever  room  gong  background  live  woman  argue  close  furniture  shop  .  even  tell  nationality  killer  fact  accent  indicate  multiple  nations  help  either  .  oh  well  expect  movie  throw  random  fight  scene  no  good  reason  warehouse  apparently  ship  box  air  around  world  .  worship  mystery  science  theater  like  ream  on  bad  c  movies  c  craptastic  movie  .  .  .  not  .',-1
' please  say  first  felt  strongly  movie  sign  up  imdb  specifically  review  .  review  easily  worst  movie  ever  seen.the  synopsis  movie  sound  interest  nazis  occult  time  travel  etc  .  movies  plot  fail  properly  bring  elements  together  .  remember  episode  south  park  feature  manatees  write  family  guy  use  idea  ball  manatees  also  write  unholy  like  writer  want  include  different  ideas  no  idea  link  together  make  things  make  even  less  sense  include  donnie  darko  esquire  time  travel  theme  end  mess  up  chronology.i  could  tell  early  on  bad  movie  .  special  effect  too  low  budget  anything  better  straight  dvd  .  act  great  fairness  see  worse  .  praise  nazi  paint  creepy  evil  nazi  butcher  guy  comic.i  vendetta  movie  anything  honest  not  even  horror  genre  .  movie  not  describe  thriller  drama  .  story  well  tell  would  good  movie  .  hype  .  waaaaay  hype  .',-1
' not  long  jeff  jarrett  leave  wwf  good  speak  night  .  owen  hart  good  friends  nd  generation  wrestlers  .  jeff  first  remark  literally  push  thru  curtain  lifeless  friends  body  wheel  past  .  debra  mcmichael  steve  austin  ex  wife  well  steve  mondo  mcmichael  ex  wife  .  owen  hart  fell  video  promo  ring  darken  blue  blazer  owen  hart  promo  play  .  fall  video  owen  ring  never  show  on  tv  .  news  photos  get  post  .  come  back  video  promo  jim  ross  talk  crowd  shoot  .  state  owen  hart  blue  blazer  fall  look  good  .  lawler  come  back  ring  face  ashen  tell  jim  situation  critical  paramedics  work  hard  revive  .  rock  hhh  go  match  private  room  another  referee  come  tell  owen  fell  first  know  owen  harts  constantly  prankster  think  real  .  later  state  look  referee  face  say  .  fact  fell  mention  post  yell  referee  ring  announcer  move.brother  bret  hart  plane  head  la  angle  on  tonight  show  get  plane  phone  work  one  captain  get  message  call  home  something  happen  .  land  la  eric  bishoff  tell  happen  put  on  charter  flight  kansas  city  morgue  bret  even  later  owens  widow  martha  go  up  top  arena  owen  stand  .  police  find  no  foul  play  formerly  close  accident  .most  information  bret  harts  book  well  book  martha  hart',-1
' let  start  say  not  fan  horror  movies  .  never  watch  them.let  tell  experience  ...  reason  watch  movie  girlfriend  friends  want  see  happy  feet  ....  never  saw  happy  feet  sure  better  ...  movie  anyway  actually  expect  good  ...  actually  go  laugh  .  cool  ...  problem  ruin  movie  people  theater  since  couple  talk  make  out  not  matter.after  minutes  people  leave  go  sneak  borat  movie  would  gladly  see  .  movie  not  scary  not  stupid  would  funny  ...  bore  .  terrible  like  baby  genuises  terrible  terrible  like  ...  not  entertain  .  avoid.now  no  expert  seem  problem  horror  industry  days  pg  horror  bore  not  scary  r  gruesome  horror  movie  either  too  bloody  too  disgust  people.you  want  pg  horror  suck  funny  see  grudge  .  avoid  movie  like  plague  ...  may  literally  bore  death  .',-1
' ok  know  would  back  alley  f  film  well  b  film  standards  go  think  man  could  use  good  laugh  let  see  nether  kill  .  well  get  could  find  local  love  toy  store  .  random  lesbian  scenes  little  fight  no  plot.for  example  one  scene  particular  remember  sheer  stupidity  see  better  porn  on  abc  two  main  character  remember  name  offhand  ...  great  movie  huh  drive  along  mostly  driver  tire  drive  stop  driver  let  pull  tire  .  want  take  passenger  sure  drive  .  pull  driver  start  grab  passenger  boob  passenger  not  like  driver  ok  everyone  sometime  .  passenger  ok  .  proceed  take  shirt  fondle  kiss  perform  fellatio  last  time  check  horror  film  not  porn  section  hollywood  video  unless  go  elsewhere  definitely  mainstream  videos  blockbuster  .  get  wrong  definitely  not  one  people  hate  porn  watch  appropriate  definitely  want  watch  look  movie  mainstream  store  one  rent  one  two  retailers  name  probably  too  go  look  .worst  movie  ever  no  one  rent  buy  public  burn  ceremony  .  could  give  would  give  .',-1
' one  watch  movies  get  poor  review  say  hmm  ...  bad  love  cable  guy  think  big  fat  independent  movie  great  .  keep  mind  really  start  watch  high  hop  figure  maybe  ...  maybe  ...  would  bad  kind  way  could  laugh  .  wrong  .  no  point  suffer  film  use  term  sparingly  even  close  mildly  entertain  .  start  shaq  make  quentin  tarantino  look  like  marlon  brando  come  act  .  hate  rap  music  far  could  tell  amish  priest  would  probably  make  better  rapper  .  main  character  simply  annoy  not  character  easy  like  .  quite  frankly  would  rather  eat  greasy  turd  out  harlequin  fetus  bloody  sores  watch  .',-1
' hg  normally  exploitive  never  really  bother  love  bloodfeast  really  like  pseudo  sciences  play  on  heuristics  .  whole  movie  base  on  man  esp  electrical  accident  witch  .  not  oppose  witch  like  carrie  novel  movie  one  bother  .  think  main  character  develop  esp  electric  line  .  also  university  professor  waste  time  study  esp  case  .  alive  know  first  hand  whether  not  esp  common  fallacy  assume  theory  nature  would  simply  discredit  .  really  bother  way  police  describe  schizophrenics  ruthless  unpredictable  villains  seem  like  normal  people  time  snap  .  nothing  could  truth  .  detest  concepts  add  public  idiocy  .  many  people  still  think  schizophrenia  dissociative  identity  disorder  .  whoever  write  script  know  much  psychology.there  decent  concepts  movie  .  like  way  witch  use  men  nice  change  .  like  could  make  attractive  around  force  lovers  .  find  interest  second  lover  also  burn  face  .  script  touch  up  weeks  production  not  focus  solely  on  make  audience  dumber  may  decent  movie  .',-1
' movie  not  bad  movie  awful  actors  presume  actors  bore  direction  story  unattractive  also  copy  exactly  scene  excellent  giallio  torso  direct  sergio  martino  two  years  one  celebrate  psycho  thrillers  italian  cinema  cult  movie  around  world  .  la  sanguinusa  conduce  la  danza  director  replay  bed  scene  black  girl  white  girl  peep  tom  watch  window  bedroom  .  naturally  scene  rizzo  movie  ridiculous  inferior  softness  charm  martino  film  .  put  another  black  girl  another  white  girl  another  peep  tom  replay  scene  simply  appropriate  way  prove  rizzo  movie  no  ideas  no  originality  no  taste  nothing  .  think  things  offense  spectator  .',-1
' film  take  could  good  idea  mummify  year  old  witch  completely  destroy  .  nora  jim  alcoholics  go  ireland  dry  out  .  go  stay  nan  uncle  .  uncle  discover  year  old  witch  preserve  peat  .  revive  take  form  nora  .  not  kill  conventionally  pity  .  nora  however  work  out  way  so.this  gothic  horror  movie  on  cheap  .  sprawl  mess  .  ask  anyone  would  want  make  bad  film  .  tempt  learn  witchcraft  order  make  disappear.avoid  cost',-1
' want  great  recipe  failure  take  plot  add  weak  completely  undeveloped  character  throw  worst  special  effect  horror  movie  know  .  let  stew  week  amount  time  probably  spend  make  trash  .  result  corpse  grinders  movie  take  bad  movies  dangerous  exotically  low  places.the  movie  utterly  blow  .  word  not  convey  painful  watch  .  not  one  bad  movies  friends  sit  around  make  fun  .  not  plan  outer  space  .  long  bore  sad  waste  time  .  corpse  grinders  ii  biggest  waste  energy  talent  ever  see  .  depress  realize  people  actually  take  time  out  live  act  shit  call  act  .  poor  direction  poor  storywriting  poor  everything  act  last  thing  criticize.this  movie  like  huge  disgust  turd  yearn  quickly  flush  out  existence  fearful  friend  love  one  might  somehow  see  .  really  could  somehow  destroy  every  copy  film  not  pollute  mind  aspire  filmmakers  .  thank  ted  v.  mikels  give  new  find  respect  every  movie  ever  see  .  show  truly  awful  appreciate  movies  merely  crappy  bore  .',-1
